section,sectionId,appId,label,primaryCategory,secondaryCategory,icon,version,lastUpdated,fileSize,href,releasesAction,releasesUrl,aabUrl,apkUrl,dmgUrl,appImageUrl,debUrl,msiUrl,exeUrl,rpmUrl
Apps (Hybrid),apps-hybrid,memory,Memory,Games,Entertainment,PiMemory,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/memory,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-games-memory-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-memory-latest/memory.rpm
Apps (Hybrid),apps-hybrid,messaging,Messaging,Social Networking,Business,PiPaperPlaneTilt,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/messaging,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-social-networking-messaging-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-social-networking-messaging-latest/messaging.rpm
Apps (Hybrid),apps-hybrid,mri,MRI,Medical,Health & Fitness,PiScan,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/mri,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-medical-mri-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-mri-latest/mri.rpm
Apps (Hybrid),apps-hybrid,music,Music,Education,Games,PiMusicNote,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/music,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-education-music-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-music-latest/music.rpm
Apps (Hybrid),apps-hybrid,nikoli,Nikoli,Games,Entertainment,PiGridNine,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/nikoli,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-entertainment-nikoli-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-entertainment-nikoli-latest/nikoli.rpm
Apps (Hybrid),apps-hybrid,password,Password,Utilities,Productivity,PiPassword,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/password,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-utilities-password-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-password-latest/password.rpm
Apps (Hybrid),apps-hybrid,pdf,PDF,Productivity,Business,PiFilePdf,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/pdf,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-productivity-pdf-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-pdf-latest/pdf.rpm
Apps (Hybrid),apps-hybrid,photo,Photo,Graphics & Design,Photo & Video,PiImage,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/photo,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-graphics-design-photo-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-photo-latest/photo.rpm
Apps (Hybrid),apps-hybrid,pos,POS,Business,Finance,PiShoppingCart,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/pos,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-business-pos-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-pos-latest/pos.rpm
Apps (Hybrid),apps-hybrid,menu,Menu,Business,Food & Drink,PiHamburger,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/menu,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-business-menu-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-business-menu-latest/menu.rpm
Apps (Hybrid),apps-hybrid,projects,Projects,Productivity,Business,PiFolder,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/projects,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-productivity-projects-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-projects-latest/projects.rpm
Apps (Hybrid),apps-hybrid,psychology,Psychology,Medical,Health & Fitness,PiBrain,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/psychology,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-medical-psychology-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-psychology-latest/psychology.rpm
Apps (Hybrid),apps-hybrid,resume,Resume,Productivity,Business,PiFilePdf,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/resume,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-productivity-resume-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-resume-latest/resume.rpm
Apps (Hybrid),apps-hybrid,store,Store,Shopping,Business,PiShoppingBag,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/store,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-shopping-store-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-shopping-store-latest/store.rpm
Apps (Hybrid),apps-hybrid,svg,SVG,Graphics & Design,Photo & Video,PiPath,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/svg,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-graphics-design-svg-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-svg-latest/svg.rpm
Apps (Hybrid),apps-hybrid,tax,Tax,Finance,Business,PiReceipt,0.0.1,2026-08-27,,https://hieudoanm.github.io/free/tax,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-finance-tax-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-tax-latest/tax.rpm
Apps (Hybrid),apps-hybrid,tic-tac-toe,Tic-Tac-Toe,Games,Entertainment,PiX,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/tic-tac-toe,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-games-tic-tac-toe-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-tic-tac-toe-latest/tic-tac-toe.rpm
Apps (Hybrid),apps-hybrid,tourney,Tourney,Sports,Games,PiTrophy,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/tourney,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-sports-tourney-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-tourney-latest/tourney.rpm
Apps (Hybrid),apps-hybrid,video,Video,Graphics & Design,Photo & Video,PiVideoCamera,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/video,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-graphics-design-video-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-video-latest/video.rpm
Apps (Hybrid),apps-hybrid,wallet,Wallet,Finance,Business,PiWallet,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/wallet,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-finance-wallet-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-finance-wallet-latest/wallet.rpm
Apps (Hybrid),apps-hybrid,colors,Colors,Graphics & Design,Photo & Video,PiPaintBucket,0.0.1,2026-09-04,,https://hieudoanm.github.io/free/colors,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-graphics-design-colors-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-graphics-design-colors-latest/colors.rpm
