year,stage,group,type,match_date,home,home_id,home_score,home_pens,away,away_id,away_score,away_pens,extra_time,stadium,city,host,result
1996,Knock Out,,Quarter Final,1996-12-15,United Arab Emirates,UAE,1,,Iraq,IRQ,0,,,,Abu Dhabi,United Arab Emirates,home
1996,Knock Out,,Quarter Final,1996-12-16,South Korea,KOR,2,,Iran,IRN,6,,,,Dubai,United Arab Emirates,away
1996,Knock Out,,Quarter Final,1996-12-16,Saudi Arabia,KSA,4,,China PR,CHP,3,,,,Abu Dhabi,United Arab Emirates,home
1996,Knock Out,,Semi Final,1996-12-19,Iran,IRN,0,0,Saudi Arabia,KSA,0,1,1,,Abu Dhabi,United Arab Emirates,draw
1996,Knock Out,,Semi Final,1996-12-19,United Arab Emirates,UAE,1,,Kuwait,KUW,0,,,,Abu Dhabi,United Arab Emirates,home
1996,Knock Out,,Third Place,1996-12-21,Iran,IRN,1,1,Kuwait,KUW,1,0,1,,Abu Dhabi,United Arab Emirates,draw
1996,Knock Out,,Final,1996-12-21,United Arab Emirates,UAE,0,0,Saudi Arabia,KSA,0,1,1,,Abu Dhabi,United Arab Emirates,draw
2000,Group,A,Round 1,2000-10-12,Lebanon,LBN,0,,Iran,IRN,4,,,,Beirut,Lebanon,away
2000,Group,A,Round 1,2000-10-12,Iraq,IRQ,2,,Thailand,THA,0,,,,Tripoli,Lebanon,home
2000,Group,A,Round 1,2000-10-15,Lebanon,LBN,2,,Iraq,IRQ,2,,,,Beirut,Lebanon,draw
2000,Group,A,Round 1,2000-10-15,Iran,IRN,1,,Thailand,THA,1,,,,Beirut,Lebanon,draw
2000,Group,A,Round 1,2000-10-18,Iran,IRN,1,,Iraq,IRQ,0,,,,Sidon,Lebanon,home
2000,Group,A,Round 1,2000-10-18,Lebanon,LBN,1,,Thailand,THA,1,,,,Beirut,Lebanon,draw
2000,Group,B,Round 1,2000-10-13,South Korea,KOR,2,,China PR,CHP,2,,,,Tripoli,Lebanon,draw
2000,Group,B,Round 1,2000-10-13,Kuwait,KUW,0,,Indonesia,IDN,0,,,,Tripoli,Lebanon,draw
2000,Group,B,Round 1,2000-10-16,South Korea,KOR,0,,Kuwait,KUW,1,,,,Tripoli,Lebanon,away
2000,Group,B,Round 1,2000-10-16,China PR,CHP,4,,Indonesia,IDN,0,,,,Tripoli,Lebanon,home
2000,Group,B,Round 1,2000-10-19,China PR,CHP,0,,Kuwait,KUW,0,,,,Tripoli,Lebanon,draw
2000,Group,B,Round 1,2000-10-19,South Korea,KOR,3,,Indonesia,IDN,0,,,,Beirut,Lebanon,home
2000,Group,C,Round 1,2000-10-14,Saudi Arabia,KSA,1,,Japan,JPN,4,,,,Sidon,Lebanon,away
2000,Group,C,Round 1,2000-10-14,Qatar,QAT,1,,Uzbekistan,UZB,1,,,,Sidon,Lebanon,draw
2000,Group,C,Round 1,2000-10-17,Saudi Arabia,KSA,0,,Qatar,QAT,0,,,,Sidon,Lebanon,draw
2000,Group,C,Round 1,2000-10-17,Japan,JPN,8,,Uzbekistan,UZB,1,,,,Sidon,Lebanon,home
2000,Group,C,Round 1,2000-10-20,Japan,JPN,1,,Qatar,QAT,1,,,,Beirut,Lebanon,draw
2000,Group,C,Round 1,2000-10-20,Saudi Arabia,KSA,5,,Uzbekistan,UZB,0,,,,Sidon,Lebanon,home
2000,Knock Out,,Quarter Final,2000-10-23,China PR,CHP,3,,Qatar,QAT,1,,,,Sidon,Lebanon,home
2000,Knock Out,,Quarter Final,2000-10-23,Iran,IRN,1,,South Korea,KOR,2,,,,Tripoli,Lebanon,away
2000,Knock Out,,Quarter Final,2000-10-24,Japan,JPN,4,,Iraq,IRQ,1,,,,Beirut,Lebanon,home
2000,Knock Out,,Quarter Final,2000-10-24,Kuwait,KUW,2,,Saudi Arabia,KSA,3,,,,Beirut,Lebanon,away
2000,Knock Out,,Semi Final,2000-10-26,China PR,CHP,2,,Japan,JPN,3,,,,Beirut,Lebanon,away
2000,Knock Out,,Semi Final,2000-10-26,South Korea,KOR,1,,Saudi Arabia,KSA,2,,,,Beirut,Lebanon,away
2000,Knock Out,,Third Place,2000-10-29,China PR,CHP,0,,South Korea,KOR,1,,,,Beirut,Lebanon,away
2000,Knock Out,,Final,2000-10-29,Japan,JPN,1,,Saudi Arabia,KSA,0,,,,Beirut,Lebanon,home
2004,Group,A,Round 1,2004-07-17,China PR,CHP,2,,Bahrain,BAH,2,,,,Beijing,China PR,draw
2004,Group,A,Round 1,2004-07-18,Qatar,QAT,1,,Indonesia,IDN,2,,,,Beijing,China PR,away
2004,Group,A,Round 1,2004-07-21,China PR,CHP,5,,Indonesia,IDN,0,,,,Beijing,China PR,home
2004,Group,A,Round 1,2004-07-21,Bahrain,BAH,1,,Qatar,QAT,1,,,,Beijing,China PR,draw
2004,Group,A,Round 1,2004-07-25,Bahrain,BAH,3,,Indonesia,IDN,1,,,,Jinan,China PR,home
2004,Group,A,Round 1,2004-07-25,China PR,CHP,1,,Qatar,QAT,0,,,,Beijing,China PR,home
2004,Group,B,Round 1,2004-07-19,Kuwait,KUW,3,,United Arab Emirates,UAE,1,,,,Jinan,China PR,home
2004,Group,B,Round 1,2004-07-19,South Korea,KOR,0,,Jordan,JOR,0,,,,Jinan,China PR,draw
2004,Group,B,Round 1,2004-07-23,United Arab Emirates,UAE,0,,South Korea,KOR,2,,,,Jinan,China PR,away
2004,Group,B,Round 1,2004-07-23,Jordan,JOR,2,,Kuwait,KUW,0,,,,Jinan,China PR,home
2004,Group,B,Round 1,2004-07-27,South Korea,KOR,4,,Kuwait,KUW,0,,,,Jinan,China PR,home
2004,Group,B,Round 1,2004-07-27,Jordan,JOR,0,,United Arab Emirates,UAE,0,,,,Beijing,China PR,draw
2004,Group,C,Round 1,2004-07-18,Saudi Arabia,KSA,2,,Turkmenistan,TKM,2,,,,Chengdu,China PR,draw
2004,Group,C,Round 1,2004-07-18,Iraq,IRQ,0,,Uzbekistan,UZB,1,,,,Chengdu,China PR,away
2004,Group,C,Round 1,2004-07-22,Turkmenistan,TKM,2,,Iraq,IRQ,3,,,,Chengdu,China PR,away
2004,Group,C,Round 1,2004-07-22,Uzbekistan,UZB,1,,Saudi Arabia,KSA,0,,,,Chengdu,China PR,home
2004,Group,C,Round 1,2004-07-26,Turkmenistan,TKM,0,,Uzbekistan,UZB,1,,,,Chongqing,China PR,away
2004,Group,C,Round 1,2004-07-26,Saudi Arabia,KSA,1,,Iraq,IRQ,2,,,,Chengdu,China PR,away
2004,Group,D,Round 1,2004-07-20,Japan,JPN,1,,Oman,OMA,0,,,,Chongqing,China PR,home
2004,Group,D,Round 1,2004-07-20,Iran,IRN,3,,Thailand,THA,0,,,,Chongqing,China PR,home
2004,Group,D,Round 1,2004-07-24,Oman,OMA,2,,Iran,IRN,2,,,,Chongqing,China PR,draw
2004,Group,D,Round 1,2004-07-24,Thailand,THA,1,,Japan,JPN,4,,,,Chongqing,China PR,away
2004,Group,D,Round 1,2004-07-28,Oman,OMA,2,,Thailand,THA,0,,,,Chengdu,China PR,home
2004,Group,D,Round 1,2004-07-28,Japan,JPN,0,,Iran,IRN,0,,,,Chongqing,China PR,draw
2004,Knock Out,,Quarter Final,2004-07-30,China PR,CHP,3,,Iraq,IRQ,0,,,,Beijing,China PR,home
2004,Knock Out,,Quarter Final,2004-07-30,Uzbekistan,UZB,2,0,Bahrain,BAH,2,1,1,,Chengdu,China PR,draw
2004,Knock Out,,Quarter Final,2004-07-31,Japan,JPN,1,1,Jordan,JOR,1,0,1,,Chongqing,China PR,draw
2004,Knock Out,,Quarter Final,2004-07-31,South Korea,KOR,3,,Iran,IRN,4,,,,Jinan,China PR,away
2004,Knock Out,,Semi Final,2004-08-03,Bahrain,BAH,3,,Japan,JPN,4,,,,Jinan,China PR,away
2004,Knock Out,,Semi Final,2004-08-03,China PR,CHP,1,1,Iran,IRN,1,0,1,,Beijing,China PR,draw
2004,Knock Out,,Third Place,2004-08-06,Iran,IRN,4,,Bahrain,BAH,2,,,,Beijing,China PR,home
2004,Knock Out,,Final,2004-08-07,China PR,CHP,1,,Japan,JPN,3,,,,Beijing,China PR,away
2007,Group,A,Round 1,2007-07-07,Thailand,THA,1,,Iraq,IRQ,1,,,,Bangkok,Thailand,draw
2007,Group,A,Round 1,2007-07-08,Australia,AUS,1,,Oman,OMA,1,,,,Bangkok,Thailand,draw
2007,Group,A,Round 1,2007-07-12,Thailand,THA,2,,Oman,OMA,0,,,,Bangkok,Thailand,home
2007,Group,A,Round 1,2007-07-13,Iraq,IRQ,3,,Australia,AUS,1,,,,Bangkok,Thailand,home
